video-1,0,0,NoLight
video-1,1,0,NoLight
video-1,2,0,NoLight
video-1,3,0,NoLight
video-1,4,0,NoLight
video-1,5,0,NoLight
video-1,6,0,NoLight
video-1,7,0,NoLight
video-1,8,0,NoLight
video-1,9,0,NoLight
video-1,10,0,NoLight
video-1,11,0,NoLight
video-1,12,0,NoLight
video-1,13,0,NoLight
video-1,14,0,NoLight
video-1,15,0,NoLight
video-1,16,0,NoLight
video-1,17,0,NoLight
video-1,18,0,NoLight
video-1,19,0,NoLight
video-1,20,0,NoLight
video-1,21,0,NoLight
video-1,22,0,NoLight
video-1,23,0,NoLight
video-1,24,0,NoLight
video-1,25,0,NoLight
video-1,26,0,NoLight
video-1,27,0,NoLight
video-1,28,0,NoLight
video-1,29,0,NoLight
video-1,30,0,NoLight
video-1,31,0,NoLight
video-1,32,0,NoLight
video-1,33,0,NoLight
video-1,34,0,NoLight
video-1,35,0,NoLight
video-1,36,0,NoLight
video-1,37,0,NoLight
video-1,38,0,NoLight
video-1,39,0,NoLight
video-1,40,0,NoLight
video-1,41,0,NoLight
video-1,42,0,NoLight
video-1,43,0,NoLight
video-1,44,0,NoLight
video-1,45,0,NoLight
video-1,46,0,NoLight
video-1,47,0,NoLight
video-1,48,0,NoLight
video-1,49,0,NoLight
video-1,50,0,NoLight
video-1,51,0,NoLight
video-1,52,0,NoLight
video-1,53,0,NoLight
video-1,54,0,NoLight
video-1,55,0,NoLight
video-1,56,0,NoLight
video-1,57,0,NoLight
video-1,58,0,NoLight
video-1,59,0,NoLight
video-1,60,0,NoLight
video-1,61,0,NoLight
video-1,62,0,NoLight
video-1,63,0,NoLight
video-1,64,0,NoLight
video-1,65,0,NoLight
video-1,66,0,NoLight
video-1,67,0,NoLight
video-1,68,0,NoLight
video-1,69,0,NoLight
video-1,70,0,NoLight
video-1,71,0,NoLight
video-1,72,0,NoLight
video-1,73,0,NoLight
video-1,74,0,NoLight
video-1,75,0,NoLight
video-1,76,0,NoLight
video-1,77,0,NoLight
video-1,78,0,NoLight
video-1,79,0,NoLight
video-1,80,0,NoLight
video-1,81,0,NoLight
video-1,82,0,NoLight
video-1,83,0,NoLight
video-1,84,0,NoLight
video-1,85,0,NoLight
video-1,86,0,NoLight
video-1,87,0,NoLight
video-1,88,0,NoLight
video-1,89,0,NoLight
video-1,90,0,NoLight
video-1,91,0,NoLight
video-1,92,0,NoLight
video-1,93,0,NoLight
video-1,94,0,NoLight
video-1,95,0,NoLight
video-1,96,0,NoLight
video-1,97,0,NoLight
video-1,98,0,NoLight
video-1,99,0,NoLight
video-1,100,0,NoLight
video-1,101,0,NoLight
video-1,102,0,NoLight
video-1,103,0,NoLight
video-1,104,0,NoLight
video-1,105,0,NoLight
video-1,106,0,NoLight
video-1,107,0,NoLight
video-1,108,0,NoLight
video-1,109,0,NoLight
video-1,110,0,NoLight
video-1,111,0,NoLight
video-1,112,0,NoLight
video-1,113,0,NoLight
video-1,114,0,NoLight
video-1,115,0,NoLight
video-1,116,0,NoLight
video-1,117,0,NoLight
video-1,118,0,NoLight
video-1,119,0,NoLight
video-1,120,0,NoLight
video-1,121,0,NoLight
video-1,122,0,NoLight
video-1,123,0,NoLight
video-1,124,0,NoLight
video-1,125,0,NoLight
video-1,126,0,NoLight
video-1,127,1,Light
video-1,128,1,Light
video-1,129,1,Light
video-1,130,1,Light
video-1,131,1,Light
video-1,132,1,Light
video-1,133,1,Light
video-1,134,1,Light
video-1,135,0,NoLight
video-1,136,0,NoLight
video-1,137,0,NoLight
video-1,138,0,NoLight
video-1,139,0,NoLight
